year,totalrecords,SHI,total_length,mean_width,mean_layers,spawn_date_xbar,spawn_date_sd,spawn_data_weight,spawn_date_min,spawn_date_max,dive_survey_percent,section,section_name,Latitude,Longitude
1970,1,31.3,137,5.0,NA,102.0,0,31.3,102,102,0,24,Laskeek Bay,52.7169,-131.8156
1970,5,2238.6,3199,82.4,NA,95.0,2.7,2238.6,92,97,0,25,Skincuttle Inlet,52.3081,-131.3394
1971,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1971,1,42.8,914,3.0,NA,95.0,0,42.8,95,95,0,2,Englefield Bay,53.6989,-132.9508
1971,6,416.9,3336,18.8,NA,104.8,0.4,416.9,104,105,0,3,Rennell Sound,53.3446,-132.5054
1971,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1971,7,143.8,2238,9.1,NA,102.0,0.0,143.8,102,102,0,5,Juan Perez Sound West,53.0172,-132.2965
1971,1,821.8,5630,23.0,NA,114.0,0,821.8,114,114,0,6,Louscoone Inlet,52.1708,-131.2294
1971,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1971,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1971,1,5224.0,8043,27.0,NA,95.0,0,5224.0,95,95,0,21,Juan Perez Sound,52.3775,-131.3569
1971,23,607.0,5211,24.3,NA,161.3,22.8,607.0,119,197,0,22,Skidegate Inlet,53.2367,-132.0083
1971,3,7245.0,12787,15.0,NA,134.7,18.9,7245.0,113,148,0,23,Naden Harbour,53.0297,-131.8631
1971,0,0,0,0,0,NA,NA,NA,NA,NA,0,24,Laskeek Bay,NA,NA
1971,0,0,0,0,0,NA,NA,NA,NA,NA,0,25,Skincuttle Inlet,NA,NA
1972,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1972,4,95.3,1828,31.8,NA,108.5,5.0,95.3,101,111,0,2,Englefield Bay,53.6734,-132.9338
1972,5,246.3,2057,8.4,NA,112.0,0.0,246.3,112,112,0,3,Rennell Sound,53.4028,-132.6542
1972,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1972,9,669.2,6169,11.8,NA,115.0,6.0,669.2,107,119,0,5,Juan Perez Sound West,53.0113,-132.2854
1972,15,1555.6,8092,14.0,NA,87.5,2.3,1555.6,80,89,0,6,Louscoone Inlet,52.1708,-131.2294
1972,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1972,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1972,0,0,0,0,0,NA,NA,NA,NA,NA,0,21,Juan Perez Sound,NA,NA
1972,13,1045.5,10209,17.5,NA,151.3,24.2,1045.5,120,183,0,22,Skidegate Inlet,53.2346,-131.9996
1972,4,5960.4,11069,15.2,NA,113.5,13.0,5960.4,94,120,0,23,Naden Harbour,53.0425,-131.7786
1972,1,64.9,777,18.0,NA,114.0,0,64.9,114,114,0,24,Laskeek Bay,52.8372,-131.8714
1972,5,1961.5,6398,21.8,NA,97.4,2.2,1961.5,95,99,0,25,Skincuttle Inlet,52.2761,-131.2656
1973,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1973,1,9.7,731,5.0,NA,97.0,0,9.7,97,97,0,2,Englefield Bay,53.5969,-132.8828
1973,4,1136.8,4387,14.8,NA,96.8,0.5,1136.8,96,97,0,3,Rennell Sound,53.3444,-132.4924
1973,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1973,4,457.1,6151,8.0,NA,99.0,0.0,457.1,99,99,0,5,Juan Perez Sound West,53.0075,-132.2783
1973,12,3022.7,16132,10.9,NA,91.0,0.0,3022.7,91,91,0,6,Louscoone Inlet,52.1708,-131.2294
1973,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1973,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1973,0,0,0,0,0,NA,NA,NA,NA,NA,0,21,Juan Perez Sound,NA,NA
1973,11,295.1,2149,20.5,NA,130.2,22.8,295.1,98,173,0,22,Skidegate Inlet,53.2521,-131.9914
1973,18,1510.6,11242,25.7,NA,102.0,6.9,1510.6,87,105,0,23,Naden Harbour,53.0315,-131.853
1973,0,0,0,0,0,NA,NA,NA,NA,NA,0,24,Laskeek Bay,NA,NA
1973,16,3426.4,6873,29.0,NA,102.4,4.4,3426.4,91,104,0,25,Skincuttle Inlet,52.3271,-131.2688
1974,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1974,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
1974,4,725.7,2467,18.2,NA,92.0,0.0,725.7,92,92,0,3,Rennell Sound,53.3442,-132.4728
1974,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1974,12,949.1,10008,9.4,NA,91.6,7.9,949.1,80,99,0,5,Juan Perez Sound West,53.0254,-132.2981
1974,3,2198.4,11608,15.3,NA,79.3,1.5,2198.4,78,81,0,6,Louscoone Inlet,52.1708,-131.2294
1974,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1974,10,2988.1,5757,44.3,NA,65.9,12.6,2988.1,48,80,0,12,Cumshewa Inlet,54.0211,-132.5873
1974,0,0,0,0,0,NA,NA,NA,NA,NA,0,21,Juan Perez Sound,NA,NA
1974,11,389.8,3429,26.0,NA,127.4,20.6,389.8,92,164,0,22,Skidegate Inlet,53.2369,-131.957
1974,11,1403.1,7328,13.5,NA,110.4,26.0,1403.1,90,148,0,23,Naden Harbour,53.0458,-131.8797
1974,0,0,0,0,0,NA,NA,NA,NA,NA,0,24,Laskeek Bay,NA,NA
1974,15,10908.3,23329,13.6,NA,95.3,8.5,10908.3,84,105,0,25,Skincuttle Inlet,52.3211,-131.2522
1975,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1975,2,140.4,1326,8.0,NA,97.0,0.0,140.4,97,97,0,2,Englefield Bay,53.6989,-132.9508
1975,3,398.1,3327,6.3,NA,103.3,2.3,398.1,102,106,0,3,Rennell Sound,53.4397,-132.6567
1975,1,150.6,914,6.0,NA,109.0,0,150.6,109,109,0,4,Cartwright Sound,53.1464,-132.3597
1975,2,464.8,5484,9.0,NA,106.0,0.0,464.8,106,106,0,5,Juan Perez Sound West,53.0075,-132.2783
1975,8,2389.8,9711,18.5,NA,88.8,5.8,2389.8,75,93,0,6,Louscoone Inlet,52.1708,-131.2294
1975,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1975,7,433.3,3084,33.3,NA,79.4,12.3,433.3,60,94,0,12,Cumshewa Inlet,54.0017,-132.6106
1975,0,0,0,0,0,NA,NA,NA,NA,NA,0,21,Juan Perez Sound,NA,NA
1975,9,742.4,6306,32.0,NA,142.1,10.6,742.4,122,157,0,22,Skidegate Inlet,53.2395,-132.0425
1975,10,2099.5,11013,7.4,NA,127.3,18.2,2099.5,100,148,0,23,Naden Harbour,53.0333,-131.8745
1975,0,0,0,0,0,NA,NA,NA,NA,NA,0,24,Laskeek Bay,NA,NA
1975,6,5196.5,11699,13.5,NA,95.3,4.5,5196.5,89,99,0,25,Skincuttle Inlet,52.3146,-131.2623
1976,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1976,7,163.7,1760,6.3,NA,102.4,0.5,163.7,102,103,0,2,Englefield Bay,53.6552,-132.9217
1976,9,88.3,1691,5.9,NA,102.1,0.3,88.3,102,103,0,3,Rennell Sound,53.4716,-132.718
1976,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1976,5,574.0,6672,5.8,NA,103.0,0.0,574.0,103,103,0,5,Juan Perez Sound West,53.0075,-132.2783
1976,30,3736.1,19981,13.5,NA,100.4,7.2,3736.1,97,116,0,6,Louscoone Inlet,52.1708,-131.2294
1976,1,1292.4,3016,91.0,NA,181.0,0,1292.4,181,181,0,11,Masset Inlet,53.7122,-132.3069
1976,13,941.2,7905,39.8,NA,70.2,20.1,941.2,43,106,0,12,Cumshewa Inlet,53.995,-132.6169
1976,6,4235.9,12248,7.3,NA,100.8,4.0,4235.9,96,105,0,21,Juan Perez Sound,52.4205,-131.3282
1976,6,915.2,7631,41.8,NA,156.5,4.4,915.2,151,160,0,22,Skidegate Inlet,53.2403,-131.9835
1976,10,1628.1,9506,12.6,NA,135.1,24.3,1628.1,104,168,0,23,Naden Harbour,53.0316,-131.8968
1976,3,226.3,1919,9.0,NA,111.0,0.0,226.3,111,111,0,24,Laskeek Bay,52.9292,-131.9058
1976,14,6159.7,15035,11.7,NA,98.4,11.2,6159.7,76,110,0,25,Skincuttle Inlet,52.3063,-131.2851
1977,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1977,3,75.0,1600,5.3,NA,94.0,0.0,75.0,94,94,0,2,Englefield Bay,53.6989,-132.9508
1977,7,217.5,3016,5.3,NA,96.1,1.1,217.5,95,97,0,3,Rennell Sound,53.42,-132.6246
1977,1,50.7,1097,11.0,NA,97.0,0,50.7,97,97,0,4,Cartwright Sound,53.1464,-132.3597
1977,5,831.2,7175,15.8,NA,95.0,0.0,831.2,95,95,0,5,Juan Perez Sound West,53.0075,-132.2783
1977,16,1252.2,11470,5.1,NA,85.4,6.3,1252.2,69,92,0,6,Louscoone Inlet,52.1763,-131.2455
1977,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1977,25,3305.2,12843,72.7,NA,56.9,14.8,3305.2,32,83,0,12,Cumshewa Inlet,54.0077,-132.6036
1977,8,3977.5,17824,8.4,NA,90.2,1.0,3977.5,88,91,0,21,Juan Perez Sound,52.4484,-131.2781
1977,9,730.8,8775,15.2,NA,131.1,19.2,730.8,112,172,0,22,Skidegate Inlet,53.2251,-131.9718
1977,11,1820.4,13344,15.6,NA,115.5,19.9,1820.4,91,138,0,23,Naden Harbour,53.0447,-131.9112
1977,0,0,0,0,0,NA,NA,NA,NA,NA,0,24,Laskeek Bay,NA,NA
1977,8,8667.3,19742,8.6,NA,90.2,3.8,8667.3,83,95,0,25,Skincuttle Inlet,52.3153,-131.2931
1978,1,58.2,2011,5.0,NA,104.0,0,58.2,104,104,0,1,Tasu Sound & Gowgaia Bay,52.8208,-132.0614
1978,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,Englefield Bay,NA,NA
1978,14,374.0,8499,4.4,NA,97.9,1.9,374.0,95,99,0,3,Rennell Sound,53.4633,-132.7216
1978,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1978,4,399.7,7129,9.2,NA,90.0,0.0,399.7,90,90,0,5,Juan Perez Sound West,53.0075,-132.2783
1978,11,502.1,5578,14.7,NA,81.8,8.8,502.1,76,104,0,6,Louscoone Inlet,52.1748,-131.2411
1978,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1978,20,9231.6,11985,174.2,NA,51.8,17.0,9231.6,32,91,0,12,Cumshewa Inlet,53.995,-132.6169
1978,19,3353.5,11333,20.2,NA,107.5,3.9,3353.5,93,114,0,21,Juan Perez Sound,52.4383,-131.2947
1978,13,604.7,14841,9.4,NA,128.0,15.9,604.7,107,157,0,22,Skidegate Inlet,53.2426,-131.9923
1978,11,2229.9,13071,29.9,NA,114.6,20.3,2229.9,91,144,0,23,Naden Harbour,53.0404,-131.9179
1978,1,60.8,1645,6.0,NA,109.0,0,60.8,109,109,0,24,Laskeek Bay,52.8586,-131.8681
1978,20,10739.1,18098,21.9,NA,95.4,10.3,10739.1,82,108,0,25,Skincuttle Inlet,52.3102,-131.2847
1979,14,95.1,4345,11.5,NA,105.6,5.0,95.1,102,112,0,1,Tasu Sound & Gowgaia Bay,52.8137,-132.0566
1979,3,12.8,247,16.7,NA,91.3,4.6,12.8,86,94,0,2,Englefield Bay,53.6989,-132.9508
1979,13,286.5,2120,17.3,NA,103.6,2.6,286.5,99,105,0,3,Rennell Sound,53.3643,-132.524
1979,2,17.6,640,3.0,NA,107.0,0.0,17.6,107,107,0,4,Cartwright Sound,53.1464,-132.3597
1979,11,82.2,1004,11.5,NA,88.0,0.0,82.2,88,88,0,5,Juan Perez Sound West,53.0005,-132.2308
1979,9,457.1,3042,22.3,NA,94.3,2.5,457.1,88,96,0,6,Louscoone Inlet,52.1806,-131.2579
1979,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1979,14,371.8,14428,30.5,NA,63.0,25.0,371.8,35,100,0,12,Cumshewa Inlet,54.0081,-132.6278
1979,16,1020.8,4278,16.2,NA,97.5,1.5,1020.8,96,100,0,21,Juan Perez Sound,52.4289,-131.3529
1979,12,511.8,4435,20.0,NA,128.8,3.8,511.8,124,133,0,22,Skidegate Inlet,53.2252,-131.9964
1979,33,3028.0,9594,17.2,NA,123.9,18.0,3028.0,102,152,0,23,Naden Harbour,53.0371,-131.9028
1979,16,494.4,4274,9.5,NA,117.2,3.3,494.4,105,119,0,24,Laskeek Bay,52.8211,-131.8395
1979,19,9289.0,16405,17.6,NA,99.5,3.0,9289.0,91,103,0,25,Skincuttle Inlet,52.2906,-131.2564
1980,6,85.9,4320,5.0,NA,101.0,0.0,85.9,101,101,0,1,Tasu Sound & Gowgaia Bay,52.8169,-132.0509
1980,12,720.9,5061,13.6,NA,89.0,0.0,720.9,89,89,0,2,Englefield Bay,53.6893,-132.9758
1980,18,392.0,7989,5.7,NA,100.8,10.5,392.0,90,111,0,3,Rennell Sound,53.435,-132.6573
1980,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1980,13,915.7,6471,6.8,NA,87.5,3.8,915.7,82,94,0,5,Juan Perez Sound West,53.0075,-132.2783
1980,23,695.2,7009,25.0,NA,82.6,4.4,695.2,80,99,0,6,Louscoone Inlet,52.1776,-131.2369
1980,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1980,12,1125.8,8642,42.4,NA,52.2,21.3,1125.8,33,86,0,12,Cumshewa Inlet,54.0186,-132.5925
1980,92,11911.9,25005,25.1,NA,92.4,4.7,11911.9,85,108,0,21,Juan Perez Sound,52.4426,-131.3084
1980,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,Skidegate Inlet,NA,NA
1980,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
1980,6,828.9,6418,15.7,NA,107.8,4.5,828.9,106,117,0,24,Laskeek Bay,52.7089,-131.6022
1980,38,17019.2,30485,22.2,NA,88.7,9.8,17019.2,69,117,0,25,Skincuttle Inlet,52.3403,-131.313
1981,21,28.2,7152,7.3,NA,84.3,7.2,28.2,77,91,0,1,Tasu Sound & Gowgaia Bay,52.6265,-131.8237
1981,29,1265.8,15883,21.2,NA,80.9,9.7,1265.8,74,94,0,2,Englefield Bay,53.6637,-132.9274
1981,16,277.2,8966,9.3,NA,93.3,0.5,277.2,93,94,0,3,Rennell Sound,53.4429,-132.6747
1981,10,94.9,2239,8.4,NA,96.0,0.0,94.9,96,96,0,4,Cartwright Sound,53.1502,-132.422
1981,3,145.0,3473,9.3,NA,91.0,0.0,145.0,91,91,0,5,Juan Perez Sound West,53.0075,-132.2783
1981,10,217.9,3749,52.6,NA,75.6,11.7,217.9,62,86,0,6,Louscoone Inlet,52.184,-131.2679
1981,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1981,8,544.3,5963,41.4,NA,68.9,5.1,544.3,62,74,0,12,Cumshewa Inlet,54.0078,-132.6214
1981,84,8281.0,23850,24.8,NA,85.1,9.3,8281.0,77,107,0,21,Juan Perez Sound,52.4462,-131.4096
1981,31,125.9,2401,12.1,NA,130.6,23.5,125.9,106,172,0,22,Skidegate Inlet,53.2265,-131.9976
1981,26,1184.6,6521,15.8,NA,125.7,36.1,1184.6,91,176,0,23,Naden Harbour,53.0333,-131.9015
1981,40,2444.2,14076,23.2,NA,102.8,3.7,2444.2,97,106,0,24,Laskeek Bay,52.8199,-131.8052
1981,71,6695.1,26607,31.0,NA,75.9,9.7,6695.1,60,97,0,25,Skincuttle Inlet,52.3326,-131.2925
1982,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1982,17,2262.1,19652,20.9,NA,78.0,12.4,2262.1,64,92,0,2,Englefield Bay,53.6832,-132.9455
1982,15,1256.2,11107,11.8,NA,94.9,17.3,1256.2,78,118,0,3,Rennell Sound,53.3913,-132.5805
1982,3,252.8,1645,5.0,NA,97.0,0.0,252.8,97,97,0,4,Cartwright Sound,53.1642,-132.4619
1982,10,1010.1,9842,27.3,NA,95.0,0.0,1010.1,95,95,0,5,Juan Perez Sound West,53.0023,-132.2435
1982,12,590.9,6196,64.7,NA,71.8,8.4,590.9,65,91,0,6,Louscoone Inlet,52.1891,-131.2829
1982,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1982,17,1139.0,11471,44.5,NA,51.7,11.3,1139.0,32,84,0,12,Cumshewa Inlet,54.0153,-132.6051
1982,21,4676.5,13162,23.2,NA,82.0,5.9,4676.5,76,91,0,21,Juan Perez Sound,52.4858,-131.4285
1982,6,533.0,910,44.2,NA,131.3,23.6,533.0,100,167,0,22,Skidegate Inlet,53.2371,-132.0024
1982,5,328.8,2294,15.2,NA,92.0,2.2,328.8,91,96,0,23,Naden Harbour,53.052,-131.8593
1982,8,1572.4,5603,20.6,NA,94.9,0.4,1572.4,94,95,0,24,Laskeek Bay,52.8692,-131.8154
1982,54,14990.2,34722,24.2,NA,73.9,6.5,14990.2,66,91,0,25,Skincuttle Inlet,52.3447,-131.3021
1983,2,13.1,1000,21.0,NA,91.0,0.0,13.1,91,91,0,1,Tasu Sound & Gowgaia Bay,52.8208,-132.0614
1983,17,1205.1,12650,31.2,NA,67.7,7.7,1205.1,62,83,0,2,Englefield Bay,53.7024,-132.9609
1983,17,2015.3,9100,10.1,NA,89.6,6.4,2015.3,85,98,0,3,Rennell Sound,53.3873,-132.563
1983,5,264.1,1950,25.2,NA,109.0,0.0,264.1,109,109,0,4,Cartwright Sound,53.1464,-132.3597
1983,9,1371.7,7800,13.6,NA,97.0,0.0,1371.7,97,97,0,5,Juan Perez Sound West,53.0075,-132.2783
1983,16,481.8,5123,28.5,NA,73.0,0.0,481.8,73,73,0,6,Louscoone Inlet,52.1708,-131.2294
1983,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1983,5,21.2,585,28.0,NA,97.0,0.0,21.2,97,97,0,12,Cumshewa Inlet,53.995,-132.6169
1983,27,12393.1,22964,22.0,NA,85.3,9.4,12393.1,73,102,0,21,Juan Perez Sound,52.4516,-131.339
1983,12,103.0,1705,9.1,NA,118.7,10.9,103.0,106,131,0,22,Skidegate Inlet,53.2307,-132.0016
1983,20,758.7,6285,25.8,NA,98.4,10.6,758.7,95,141,0,23,Naden Harbour,53.0439,-131.8664
1983,41,2832.8,16416,16.0,NA,96.0,1.8,2832.8,95,104,0,24,Laskeek Bay,52.8698,-131.9407
1983,17,3003.1,5771,28.4,NA,75.7,21.7,3003.1,60,129,0,25,Skincuttle Inlet,52.3371,-131.284
1984,2,51.6,1760,7.5,NA,98.0,0.0,51.6,98,98,0,1,Tasu Sound & Gowgaia Bay,52.8208,-132.0614
1984,16,1057.8,8750,18.0,NA,67.6,7.7,1057.8,64,83,0,2,Englefield Bay,53.6798,-132.9381
1984,1,581.2,5000,5.0,NA,81.0,0,581.2,81,81,0,3,Rennell Sound,53.4028,-132.6542
1984,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1984,4,831.6,5350,11.2,NA,97.0,0.0,831.6,97,97,0,5,Juan Perez Sound West,53.0075,-132.2783
1984,3,325.1,2850,9.0,NA,66.0,0.0,325.1,66,66,0,6,Louscoone Inlet,52.1708,-131.2294
1984,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1984,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1984,36,10104.2,16670,17.4,NA,89.1,7.8,10104.2,68,108,0,21,Juan Perez Sound,52.4803,-131.3645
1984,35,346.5,6860,11.4,NA,124.6,10.8,346.5,96,135,0,22,Skidegate Inlet,53.2285,-132.0098
1984,12,1234.6,5560,14.6,NA,108.7,26.5,1234.6,85,145,0,23,Naden Harbour,53.0406,-131.9024
1984,31,2448.3,11650,11.9,NA,106.7,11.3,2448.3,102,149,0,24,Laskeek Bay,52.8955,-131.8487
1984,32,8007.5,17770,40.5,NA,77.8,6.5,8007.5,72,89,0,25,Skincuttle Inlet,52.3148,-131.2723
1985,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1985,9,805.6,8600,24.4,NA,78.0,0.0,805.6,78,78,0,2,Englefield Bay,53.6989,-132.9508
1985,4,431.5,3800,10.0,NA,94.0,0.0,431.5,94,94,0,3,Rennell Sound,53.3442,-132.4728
1985,1,8.5,200,7.0,NA,102.0,0,8.5,102,102,0,4,Cartwright Sound,53.1642,-132.4619
1985,3,473.8,8200,7.7,NA,92.3,1.2,473.8,91,93,0,5,Juan Perez Sound West,53.0075,-132.2783
1985,2,343.0,4700,12.5,NA,76.0,0.0,343.0,76,76,0,6,Louscoone Inlet,52.1708,-131.2294
1985,10,3056.8,5632,77.3,NA,169.0,0.0,3056.8,169,169,0,11,Masset Inlet,53.6787,-132.5951
1985,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1985,24,6098.8,16305,24.0,NA,92.1,3.8,6098.8,83,96,0,21,Juan Perez Sound,52.4749,-131.3624
1985,11,60.2,1195,12.7,NA,137.3,4.2,60.2,136,150,0,22,Skidegate Inlet,53.2357,-132.0012
1985,11,902.9,4800,19.2,NA,95.0,0.0,902.9,95,95,0,23,Naden Harbour,53.0455,-131.7912
1985,3,1084.9,5250,30.7,NA,105.0,0.0,1084.9,105,105,0,24,Laskeek Bay,52.8594,-131.7936
1985,22,8802.6,17670,23.2,NA,90.3,1.0,8802.6,89,91,0,25,Skincuttle Inlet,52.2911,-131.2356
1986,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1986,5,305.6,5035,35.4,NA,68.0,0.0,305.6,68,68,0,2,Englefield Bay,53.6989,-132.9508
1986,5,46.5,1500,9.4,NA,100.0,5.5,46.5,95,106,0,3,Rennell Sound,53.3902,-132.5767
1986,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1986,6,331.6,5500,13.3,NA,105.0,0.0,331.6,105,105,0,5,Juan Perez Sound West,53.0075,-132.2783
1986,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,Louscoone Inlet,NA,NA
1986,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1986,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1986,17,3138.2,8786,22.6,NA,96.3,0.5,3138.2,96,97,0,21,Juan Perez Sound,52.4476,-131.2747
1986,30,163.5,13395,22.2,NA,126.7,10.0,163.5,107,141,0,22,Skidegate Inlet,53.2479,-132.0001
1986,4,512.6,4975,8.2,NA,118.0,0.0,512.6,118,118,0,23,Naden Harbour,53.0592,-131.8478
1986,20,1820.5,4905,7.2,NA,117.4,5.6,1820.5,109,121,0,24,Laskeek Bay,52.9006,-131.8472
1986,2,207.8,1470,40.0,NA,98.5,3.5,207.8,96,101,0,25,Skincuttle Inlet,52.3281,-131.2771
1987,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1987,6,855.0,7200,58.0,NA,77.0,0.0,855.0,77,77,0,2,Englefield Bay,53.6989,-132.9508
1987,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,Rennell Sound,NA,NA
1987,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1987,4,133.9,3700,4.8,NA,98.0,0.0,133.9,98,98,0,5,Juan Perez Sound West,53.0075,-132.2783
1987,4,158.7,2605,13.0,NA,80.2,10.5,158.7,75,96,0,6,Louscoone Inlet,52.1708,-131.2294
1987,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1987,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1987,44,5167.7,13730,18.1,NA,102.8,3.9,5167.7,87,106,0,21,Juan Perez Sound,52.4663,-131.3668
1987,16,123.3,3615,17.7,NA,119.0,29.5,123.3,81,157,0,22,Skidegate Inlet,53.2318,-132.0056
1987,7,1321.2,6400,9.1,NA,104.9,5.8,1321.2,92,108,0,23,Naden Harbour,52.9974,-131.8961
1987,7,569.1,7125,5.0,NA,108.0,0.0,569.1,108,108,0,24,Laskeek Bay,52.8792,-131.8232
1987,27,3533.2,14835,23.7,NA,72.3,6.6,3533.2,66,82,0,25,Skincuttle Inlet,52.3139,-131.2789
1988,6,33.7,3300,8.0,NA,109.0,0.0,33.7,109,109,0,1,Tasu Sound & Gowgaia Bay,52.8208,-132.0614
1988,14,1822.0,15200,16.1,NA,100.4,10.5,1822.0,90,112,0,2,Englefield Bay,53.6595,-132.9261
1988,7,863.6,5400,6.7,NA,104.0,0.0,863.6,104,104,0,3,Rennell Sound,53.3367,-132.4755
1988,2,127.1,1600,9.0,NA,103.0,0.0,127.1,103,103,0,4,Cartwright Sound,53.1464,-132.3597
1988,7,533.7,9700,5.7,NA,110.0,0.0,533.7,110,110,0,5,Juan Perez Sound West,53.0001,-132.2286
1988,20,1096.3,12050,7.6,NA,99.6,2.0,1096.3,98,102,0,6,Louscoone Inlet,52.2035,-131.2843
1988,0,0,0,0,0,NA,NA,NA,NA,NA,0,11,Masset Inlet,NA,NA
1988,0,0,0,0,0,NA,NA,NA,NA,NA,0,12,Cumshewa Inlet,NA,NA
1988,11,7349.2,11722,75.2,NA,95.7,10.5,7349.2,87,116,45,21,Juan Perez Sound,52.4305,-131.3054
1988,3,2.4,450,2.0,NA,120.0,0.0,2.4,120,120,0,22,Skidegate Inlet,53.2172,-132.0092
1988,0,0,0,0,0,NA,NA,NA,NA,NA,0,23,Naden Harbour,NA,NA
1988,4,3456.5,17603,25.8,NA,103.0,0.0,3456.5,103,103,75,24,Laskeek Bay,52.8794,-131.8188
1988,11,1728.7,8853,46.4,NA,92.5,3.6,1728.7,87,95,9,25,Skincuttle Inlet,52.3401,-131.3134
1989,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,Tasu Sound & Gowgaia Bay,NA,NA
1989,17,424.1,6160,78.2,NA,99.1,9.7,424.1,88,108,0,2,Englefield Bay,53.7074,-132.9674
1989,21,1358.2,8225,22.6,NA,89.8,8.8,1358.2,77,108,0,3,Rennell Sound,53.4438,-132.6718
1989,0,0,0,0,0,NA,NA,NA,NA,NA,0,4,Cartwright Sound,NA,NA
1989,10,936.7,14070,12.8,NA,111.0,0.0,936.7,111,111,0,5,Juan Perez Sound West,53.0049,-132.2609
1989,6,5117.7,17490,33.5,NA,102.7,0.5,5117.7,102,103,33,6,Louscoone Inlet,52.2331,-131.3236
