year,section,section_name,totalrecords,spawn_index_tonnes,total_length,mean_width,spawn_date_xbar,spawn_date_sd,spawn_date_min,spawn_date_max,dive_survey_pct,latitude,longitude
1971,23,Cumshewa Inlet,3,7244.966089854963,12787,15,134.66666666666666,18.929694486000912,113,148,0,53.029722,-131.86305566666667
1971,24,Laskeek Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,25,Skincuttle Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,2,Port Louis,4,95.2632313988,1828,31.75,108.5,5,101,111,0,53.67340275,-132.93381925
1972,3,Rennell Sound,5,246.32559210376,2057,8.4,112,0,112,112,0,53.402778,-132.654167
1972,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,5,Englefield Bay,9,669.185745448536,6169,11.77777777777778,115,6,107,119,0,53.01125555555556,-132.28540155555555
1972,6,Louscoone Inlet,15,1555.618345582122,8092,14,87.46666666666667,2.294921930407801,80,89,0,52.170833,-131.229444
1972,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,21,Juan Perez Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,22,Skidegate Inlet,13,1045.5323560774582,10209,17.46153846153846,151.30769230769232,24.23284484394619,120,183,0,53.234630461538465,-131.999617
1972,23,Cumshewa Inlet,4,5960.38718702128,11069,15.25,113.5,13,94,120,0,53.0425,-131.778611
1972,24,Laskeek Bay,1,64.88101471488,777,18,114,NA,114,114,0,52.837222,-131.871389
1972,25,Skincuttle Inlet,5,1961.45482108364,6398,21.8,97.4,2.1908902300206643,95,99,0,52.276111,-131.265556
1973,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,2,Port Louis,1,9.65163658382,731,5,97,NA,97,97,0,53.596944,-132.882778
1973,3,Rennell Sound,4,1136.8060293060798,4387,14.75,96.75,0.5,96,97,0,53.344444499999994,-132.49236100000002
1973,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,5,Englefield Bay,4,457.139061174852,6151,8,99,0,99,99,0,53.0075,-132.278333
1973,6,Louscoone Inlet,12,3022.711471820096,16132,10.916666666666666,91,0,91,91,0,52.170833,-131.229444
1973,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,21,Juan Perez Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,22,Skidegate Inlet,11,295.11389978405805,2149,20.545454545454547,130.1818181818182,22.763207954144697,98,173,0,53.25210390909091,-131.99144118181815
1973,23,Cumshewa Inlet,18,1510.633721228604,11242,25.722222222222214,102,6.902684899626334,87,105,0,53.031466,-131.85300922222223
1973,24,Laskeek Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,25,Skincuttle Inlet,16,3426.396957226729,6873,29,102.375,4.440345331915826,91,104,0,52.327102125,-131.268780125
1974,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,2,Port Louis,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,3,Rennell Sound,4,725.72885347272,2467,18.25,92,0,92,92,0,53.344167,-132.472778
1974,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,5,Englefield Bay,12,949.110600664872,10008,9.416666666666666,91.58333333333331,7.867751594421061,80,99,0,53.025362916666666,-132.29810233333333
1974,6,Louscoone Inlet,3,2198.4029508307876,11608,15.333333333333334,79.33333333333333,1.5275252316519468,78,81,0,52.170833,-131.229444
1974,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,12,Naden Harbour,10,2988.077216574132,5757,44.3,65.9,12.573782247199926,48,80,0,54.0210554,-132.587333
1974,21,Juan Perez Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,22,Skidegate Inlet,11,389.784399756434,3429,26,127.36363636363636,20.597440264618935,92,164,0,53.236868,-131.95698118181818
1974,23,Cumshewa Inlet,11,1403.050096978304,7328,13.545454545454543,110.36363636363636,26.039480514298777,90,148,0,53.04578290909091,-131.87967190909092
1974,24,Laskeek Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,25,Skincuttle Inlet,15,10908.323143795187,23329,13.6,95.33333333333331,8.474050024015897,84,105,0,52.32112146666667,-131.25216306666667
1975,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,2,Port Louis,2,140.38168807104,1326,8,97,0,97,97,0,53.698889,-132.950833
1975,3,Rennell Sound,3,398.142517509156,3327,6.333333333333333,103.33333333333331,2.309401076758503,102,106,0,53.43972233333333,-132.65666666666667
1975,4,Cartwright Sound,1,150.63509191472,914,6,109,NA,109,109,0,53.146389,-132.359722
1975,5,Englefield Bay,2,464.8168550511359,5484,9,106,0,106,106,0,53.0075,-132.278333
1975,6,Louscoone Inlet,8,2389.8176998560643,9711,18.5,88.75,5.775564289066727,75,93,0,52.170833,-131.229444
1975,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,12,Naden Harbour,7,433.3106453920439,3084,33.285714285714285,79.42857142857143,12.259107401671391,60,94,0,54.001706285714285,-132.61055514285712
1975,21,Juan Perez Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,22,Skidegate Inlet,9,742.3960973815259,6306,32,142.11111111111111,10.564615994493654,122,157,0,53.23948244444445,-132.0425368888889
1975,23,Cumshewa Inlet,10,2099.524621104986,11013,7.4,127.3,18.20897214745156,100,148,0,53.0333053,-131.8745001
1975,24,Laskeek Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,25,Skincuttle Inlet,6,5196.538171175331,11699,13.5,95.33333333333331,4.457203906785808,89,99,0,52.31462966666667,-131.26226866666667
1976,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,2,Port Louis,7,163.74284953312,1760,6.285714285714286,102.42857142857144,0.5345224838248488,102,103,0,53.655198285714285,-132.92166657142857
1976,3,Rennell Sound,9,88.32029202206999,1691,5.888888888888889,102.11111111111111,0.33333333333333337,102,103,0,53.47157411111111,-132.7179628888889
1976,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,5,Englefield Bay,5,574.0391075522759,6672,5.8,103,0,103,103,0,53.0075,-132.278333
1976,6,Louscoone Inlet,30,3736.144545889714,19981,13.533333333333331,100.36666666666666,7.194266554998352,97,116,0,52.170833,-131.229444
1976,11,Masset Inlet,1,1292.3633881383678,3016,91,181,NA,181,181,0,53.712222,-132.306944
1976,12,Naden Harbour,13,941.198909714984,7905,39.76923076923077,70.23076923076923,20.071347098761816,43,106,0,53.995,-132.616944
1976,21,Juan Perez Sound,6,4235.902410503779,12248,7.333333333333333,100.83333333333331,3.970726214015097,96,105,0,52.42053533333333,-131.32821866666666
1976,22,Skidegate Inlet,6,915.171825763818,7631,41.833333333333336,156.5,4.415880433163924,151,160,0,53.240277166666665,-131.98354066666667
1976,23,Cumshewa Inlet,10,1628.079066516945,9506,12.6,135.1,24.27824815206677,104,168,0,53.0315553,-131.89680570000002
1976,24,Laskeek Bay,3,226.314036499214,1919,9,111,0,111,111,0,52.929167,-131.905833
1976,25,Skincuttle Inlet,14,6159.686773757325,15035,11.714285714285714,98.42857142857144,11.2298659880646,76,110,0,52.30627292857143,-131.28513521428573
1977,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,2,Port Louis,3,74.99493268959998,1600,5.333333333333333,94,0,94,94,0,53.698889,-132.950833
1977,3,Rennell Sound,7,217.54709700951997,3016,5.285714285714286,96.14285714285714,1.0690449676496976,95,97,0,53.420039714285714,-132.62464285714287
1977,4,Cartwright Sound,1,50.694197898190005,1097,11,97,NA,97,97,0,53.146389,-132.359722
1977,5,Englefield Bay,5,831.1623886250998,7175,15.8,95,0,95,95,0,53.0075,-132.278333
1977,6,Louscoone Inlet,16,1252.1712088474596,11470,5.125,85.375,6.270300364947972,69,92,0,52.176305375,-131.24547462500001
1977,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,12,Naden Harbour,25,3305.1586991547124,12843,72.67999999999999,56.92,14.773061068489946,32,83,0,54.00767764,-132.60356632
1977,21,Juan Perez Sound,8,3977.5260835645,17824,8.375,90.25,1.035098339013531,88,91,0,52.44839025,-131.278051375
1977,22,Skidegate Inlet,9,730.825507362022,8775,15.22222222222222,131.11111111111111,19.153618747148307,112,172,0,53.225121666666666,-131.97182999999998
1977,23,Cumshewa Inlet,11,1820.4228929728113,13344,15.636363636363637,115.54545454545456,19.8764364832514,91,138,0,53.044694,-131.91123163636365
1977,24,Laskeek Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,25,Skincuttle Inlet,8,8667.31258560479,19742,8.625,90.25,3.770183777256185,83,95,0,52.315278875,-131.29311
1978,1,Tasu Sound & Gowgaia Bay,1,58.23928792770299,2011,5,104,NA,104,104,0,52.820833,-132.061389
1978,2,Port Louis,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,3,Rennell Sound,14,374.018650750052,8499,4.357142857142857,97.85714285714286,1.875228923753981,95,99,0,53.46329371428571,-132.721627
1978,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,5,Englefield Bay,4,399.715754629608,7129,9.25,90,0,90,90,0,53.0075,-132.278333
1978,6,Louscoone Inlet,11,502.085171504026,5578,14.727272727272728,81.81818181818181,8.829701940815234,76,104,0,52.17481290909091,-131.24110263636365
1978,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,12,Naden Harbour,20,9231.636174423216,11985,174.2,51.75,16.97947677577102,32,91,0,53.995,-132.616944
1978,21,Juan Perez Sound,19,3353.5205916128657,11333,20.157894736842103,107.47368421052632,3.949239322713954,93,114,0,52.43826552631579,-131.2946617368421
1978,22,Skidegate Inlet,13,604.7065274816939,14841,9.384615384615383,128,15.911211979816832,107,157,0,53.24256830769231,-131.9923396923077
1978,23,Cumshewa Inlet,11,2229.940360558605,13071,29.90909090909091,114.63636363636364,20.284342371754263,91,144,0,53.040437454545454,-131.91788272727274
1978,24,Laskeek Bay,1,60.81455281132,1645,6,109,NA,109,109,0,52.858611,-131.868056
1978,25,Skincuttle Inlet,20,10739.076392646546,18098,21.85,95.4,10.28233027039463,82,108,0,52.31020045,-131.2847065
1979,1,Tasu Sound & Gowgaia Bay,14,95.059097361,4345,11.5,105.57142857142856,4.972451580988469,102,112,0,52.813690214285714,-132.05656757142856
1979,2,Port Louis,3,12.762678807516425,247,16.666666666666668,91.33333333333331,4.618802153517006,86,94,0,53.698889,-132.950833
1979,3,Rennell Sound,13,286.4699924920614,2120,17.307692307692307,103.6153846153846,2.6311740579210876,99,105,0,53.36425215384615,-132.52403853846155
1979,4,Cartwright Sound,2,17.5534021666832,640,3,107,0,107,107,0,53.146389,-132.359722
1979,5,Englefield Bay,11,82.17558048439334,1004,11.545454545454543,88,0,88,88,0,53.000454636363635,-132.23083318181818
1979,6,Louscoone Inlet,9,457.0962315325767,3042,22.333333333333332,94.33333333333331,2.549509756796392,88,96,0,52.18056166666667,-131.2579428888889
1979,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,12,Naden Harbour,14,371.8342513266519,14428,30.5,63,25.016917352986436,35,100,0,54.008140142857144,-132.62782242857142
1979,21,Juan Perez Sound,16,1020.7661386324562,4278,16.1875,97.5,1.505545305418162,96,100,0,52.4288516875,-131.352878
1979,22,Skidegate Inlet,12,511.78765771,4435,20,128.83333333333334,3.761849963982502,124,133,0,53.225157333333335,-131.99644433333333
1979,23,Cumshewa Inlet,33,3028.025930086,9594,17.151515151515152,123.87878787878788,18.048125899517892,102,152,0,53.03706587878788,-131.9028316969697
1979,24,Laskeek Bay,16,494.37278201,4274,9.5,117.25,3.2761766334148303,105,119,0,52.82107625,-131.8394965625
1979,25,Skincuttle Inlet,19,9289.017722237448,16405,17.631578947368418,99.52631578947368,3.043543641010728,91,103,0,52.29061273684211,-131.25635400000002
1980,1,Tasu Sound & Gowgaia Bay,6,85.90243896,4320,5,101,0,101,101,0,52.8168515,-132.05087966666667
1980,2,Port Louis,12,720.8605159681181,5061,13.583333333333332,89,0,89,89,0,53.68932875,-132.97578683333333
1980,3,Rennell Sound,18,391.9621643282991,7989,5.666666666666667,100.83333333333331,10.467035087808382,90,111,0,53.435046166666666,-132.65726833333335
1980,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,5,Englefield Bay,13,915.6592673939332,6471,6.846153846153846,87.53846153846153,3.8430756913220914,82,94,0,53.0075,-132.278333
1980,6,Louscoone Inlet,23,695.1668701736656,7009,25.043478260869566,82.6086956521739,4.356177749470313,80,99,0,52.17756752173913,-131.23689204347826
1980,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,12,Naden Harbour,12,1125.7664944368005,8642,42.41666666666667,52.25,21.329130741355076,33,86,0,54.01857925,-132.5924875
1980,21,Juan Perez Sound,92,11911.890077024498,25005,25.07608695652174,92.41304347826087,4.70013367570726,85,108,0,52.442626250000004,-131.30844082608695
1980,22,Skidegate Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,23,Cumshewa Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,24,Laskeek Bay,6,828.8930389292377,6418,15.666666666666668,107.83333333333331,4.4907311951024935,106,117,0,52.708889,-131.602222
1980,25,Skincuttle Inlet,38,17019.211917862795,30485,22.184210526315788,88.71052631578948,9.756239568927969,69,117,0,52.340286710526314,-131.31300781578946
1981,1,Tasu Sound & Gowgaia Bay,21,28.243946997393213,7152,7.285714285714286,84.33333333333333,7.164728420068226,77,91,0,52.6265210952381,-131.8236904285714
1981,2,Port Louis,29,1265.759583685183,15883,21.24137931034483,80.89655172413794,9.67450562629949,74,94,0,53.66373555172414,-132.92736575862068
1981,3,Rennell Sound,16,277.19305758676785,8966,9.3125,93.3125,0.47871355387816905,93,94,0,53.442881875,-132.6746525625
1981,4,Cartwright Sound,10,94.94262836447452,2239,8.4,96,0,96,96,0,53.1502401,-132.4220317
1981,5,Englefield Bay,3,145.03710558890754,3473,9.333333333333334,91,0,91,91,0,53.0075,-132.278333
1981,6,Louscoone Inlet,10,217.91677271155413,3749,52.6,75.6,11.749231653365442,62,86,0,52.1839667,-131.2679175
1981,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,12,Naden Harbour,8,544.2923097738638,5963,41.375,68.875,5.055054048036621,62,74,0,54.00778725,-132.621402
1981,21,Juan Perez Sound,84,8281.015170057117,23850,24.77380952380953,85.11904761904762,9.32338007106394,77,107,0,52.446236666666664,-131.409563
1981,22,Skidegate Inlet,31,125.86175582043492,2401,12.129032258064516,130.6451612903226,23.5478921733231,106,172,0,53.226477571428575,-131.99757817857142
1981,23,Cumshewa Inlet,26,1184.58246614,6521,15.769230769230768,125.65384615384616,36.072085947660206,91,176,0,53.03334384615385,-131.9015493076923
1981,24,Laskeek Bay,40,2444.1915807798505,14076,23.2,102.775,3.7036883902817337,97,106,0,52.819930875,-131.805222
1981,25,Skincuttle Inlet,71,6695.14567960233,26607,31,75.91549295774647,9.690564599316234,60,97,0,52.332648014084505,-131.29245830985914
1982,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,2,Port Louis,17,2262.136669247999,19652,20.941176470588236,78,12.404636230055278,64,92,0,53.68321882352941,-132.94552270588235
1982,3,Rennell Sound,15,1256.181478668,11107,11.8,94.86666666666666,17.324081780106255,78,118,0,53.39125913333333,-132.58051840000002
1982,4,Cartwright Sound,3,252.83140049999997,1645,5,97,0,97,97,0,53.164167,-132.461944
1982,5,Englefield Bay,10,1010.0897745250184,9842,27.3,95,0,95,95,0,53.0023334,-132.2434998
1982,6,Louscoone Inlet,12,590.9056640924999,6196,64.66666666666666,71.75,8.411301920630361,65,91,0,52.18907425,-131.28287941666667
1982,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,12,Naden Harbour,17,1139.0012185851176,11471,44.47058823529411,51.705882352941174,11.345509606681146,32,84,0,54.01533205882353,-132.60507735294118
1982,21,Juan Perez Sound,21,4676.4646098394,13162,23.19047619047619,81.95238095238095,5.9453863665550815,76,91,0,52.48580885714286,-131.42848490476192
1982,22,Skidegate Inlet,6,532.9502446939999,910,44.166666666666664,131.33333333333334,23.585306160121533,100,167,0,53.237051666666666,-132.00237033333335
1982,23,Cumshewa Inlet,5,328.8002336847391,2294,15.2,92,2.23606797749979,91,96,0,53.0520002,-131.85927800000002
1982,24,Laskeek Bay,8,1572.3985155436744,5603,20.625,94.875,0.3535533905932738,94,95,0,52.86917737500001,-131.815359875
1982,25,Skincuttle Inlet,54,14990.193091892204,34722,24.185185185185183,73.94444444444444,6.47904216851408,66,91,0,52.34469188888889,-131.30209851851853
1983,1,Tasu Sound & Gowgaia Bay,2,13.076162999999998,1000,21,91,0,91,91,0,52.820833,-132.061389
1983,2,Port Louis,17,1205.08267435,12650,31.235294117647054,67.70588235294117,7.7117175930718656,62,83,0,53.70236917647059,-132.96088211764706
1983,3,Rennell Sound,17,2015.3057599999995,9100,10.117647058823527,89.58823529411765,6.403698379934557,85,98,0,53.387304,-132.56302294117648
1983,4,Cartwright Sound,5,264.056331,1950,25.2,109,0,109,109,0,53.146389,-132.359722
1983,5,Englefield Bay,9,1371.7431107999998,7800,13.555555555555555,97,0,97,97,0,53.0075,-132.278333
1983,6,Louscoone Inlet,16,481.8488736205824,5123,28.5,73,0,73,73,0,52.170833,-131.229444
1983,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,12,Naden Harbour,5,21.160562999999996,585,28,97,0,97,97,0,53.995,-132.616944
1983,21,Juan Perez Sound,27,12393.11189428685,22964,21.96296296296296,85.25925925925925,9.37916099492172,73,102,0,52.451597444444445,-131.33897455555555
1983,22,Skidegate Inlet,12,102.99663635999998,1705,9.083333333333334,118.66666666666669,10.865569753151744,106,131,0,53.23074075,-132.0016435
1983,23,Cumshewa Inlet,20,758.7169049999999,6285,25.8,98.4,10.580020893422803,95,141,0,53.04392885,-131.8664127
1983,24,Laskeek Bay,41,2832.7627029161677,16416,16,96.04878048780488,1.8296341097634137,95,104,0,52.869811125000005,-131.94068165
1983,25,Skincuttle Inlet,17,3003.114559628381,5771,28.35294117647059,75.70588235294117,21.673038278822247,60,129,0,52.337062411764705,-131.28399152941176
1984,1,Tasu Sound & Gowgaia Bay,2,51.5870784,1760,7.5,98,0,98,98,0,52.820833,-132.061389
1984,2,Port Louis,16,1057.8156476117438,8750,18,67.5625,7.659144860883623,64,83,0,53.6797743125,-132.93807268749998
1984,3,Rennell Sound,1,581.1627999999998,5000,5,81,NA,81,81,0,53.402778,-132.654167
1984,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,5,Englefield Bay,4,831.6179099999999,5350,11.25,97,0,97,97,0,53.0075,-132.278333
1984,6,Louscoone Inlet,3,325.1477501,2850,9,66,0,66,66,0,52.170833,-131.229444
1984,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,21,Juan Perez Sound,36,10104.203933843844,16670,17.444444444444443,89.05555555555556,7.7715394483220255,68,108,0,52.48025091666667,-131.36446408333333
1984,22,Skidegate Inlet,35,346.5482400366801,6860,11.371428571428572,124.6,10.833499244581729,96,135,0,53.2284663030303,-132.0097519090909
1984,23,Cumshewa Inlet,12,1234.630468621432,5560,14.583333333333332,108.66666666666669,26.50671727328869,85,145,0,53.04064541666667,-131.90244850000002
1984,24,Laskeek Bay,31,2448.3494891578466,11650,11.90322580645161,106.6774193548387,11.347208457807865,102,149,0,52.89549929032258,-131.84865387096775
1984,25,Skincuttle Inlet,32,8007.4560177124895,17770,40.46875,77.75,6.495656116751931,72,89,0,52.31480065625,-131.27232909375
1985,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,2,Port Louis,9,805.592289525,8600,24.444444444444443,78,0,78,78,0,53.698889,-132.950833
1985,3,Rennell Sound,4,431.497264,3800,10,94,0,94,94,0,53.344167,-132.472778
1985,4,Cartwright Sound,1,8.456489999999999,200,7,102,NA,102,102,0,53.164167,-132.461944
1985,5,Englefield Bay,3,473.78225339999995,8200,7.666666666666667,92.33333333333331,1.1547005383792517,91,93,0,53.0075,-132.278333
1985,6,Louscoone Inlet,2,342.95178325,4700,12.5,76,0,76,76,0,52.170833,-131.229444
1985,11,Masset Inlet,10,3056.8282185899993,5632,77.3,169,0,169,169,0,53.6786665,-132.5950553
1985,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,21,Juan Perez Sound,24,6098.803801247031,16305,24.041666666666664,92.125,3.779952840745618,83,96,0,52.474931625,-131.362363125
1985,22,Skidegate Inlet,11,60.15732924999999,1195,12.727272727272728,137.27272727272728,4.221158824088691,136,150,0,53.23566345454545,-132.00121218181818
1985,23,Cumshewa Inlet,11,902.8895427330916,4800,19.181818181818183,95,0,95,95,0,53.04553036363636,-131.79118681818184
1985,24,Laskeek Bay,3,1084.8644556,5250,30.666666666666664,105,0,105,105,0,52.859444,-131.793611
1985,25,Skincuttle Inlet,22,8802.551601637977,17670,23.181818181818183,90.27272727272728,0.984731927834662,89,91,0,52.29110663636364,-131.23560595454546
1986,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,2,Port Louis,5,305.5868295097499,5035,35.4,68,0,68,68,0,53.698889,-132.950833
1986,3,Rennell Sound,5,46.533255999999994,1500,9.4,100,5.522680508593631,95,106,0,53.3901664,-132.576722
1986,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,5,Englefield Bay,6,331.60471199999995,5500,13.333333333333334,105,0,105,105,0,53.0075,-132.278333
1986,6,Louscoone Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,21,Juan Perez Sound,17,3138.233912337124,8786,22.64705882352941,96.29411764705884,0.4696682183138622,96,97,0,52.447588352941175,-131.2747254117647
1986,22,Skidegate Inlet,30,163.5067759455772,13395,22.166666666666664,126.66666666666669,9.980440641690068,107,141,0,53.2479491,-132.00011963333333
1986,23,Cumshewa Inlet,4,512.5545824170847,4975,8.25,118,0,118,118,0,53.059167,-131.847778
1986,24,Laskeek Bay,20,1820.5227854804664,4905,7.2,117.4,5.641948151779527,109,121,0,52.900556,-131.847222
1986,25,Skincuttle Inlet,2,207.81858320000003,1470,40,98.5,3.5355339059327378,96,101,0,52.328055500000005,-131.2770835
1987,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,2,Port Louis,6,854.9787694999999,7200,58,77,0,77,77,0,53.698889,-132.950833
1987,3,Rennell Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,5,Englefield Bay,4,133.936398,3700,4.75,98,0,98,98,0,53.0075,-132.278333
1987,6,Louscoone Inlet,4,158.74014225000002,2605,13,80.25,10.5,75,96,0,52.170833,-131.229444
1987,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,21,Juan Perez Sound,44,5167.676101428758,13730,18.09090909090909,102.8181818181818,3.8955712914928906,87,106,0,52.46634138636364,-131.36677122727272
1987,22,Skidegate Inlet,16,123.25619578989424,3615,17.6875,119,29.531903652377935,81,157,0,53.23175525,-132.005581875
1987,23,Cumshewa Inlet,7,1321.1533248945095,6400,9.142857142857142,104.85714285714286,5.756983337031395,92,108,0,52.99738071428572,-131.89611142857143
1987,24,Laskeek Bay,7,569.0780170225671,7125,5,108,0,108,108,0,52.87920628571429,-131.82317457142855
1987,25,Skincuttle Inlet,27,3533.1707592324774,14835,23.703703703703702,72.29629629629629,6.591456094619263,66,82,0,52.313940074074075,-131.27888122222222
1988,1,Tasu Sound & Gowgaia Bay,6,33.697026,3300,8,109,0,109,109,0,52.820833,-132.061389
1988,2,Port Louis,14,1822.0350172499996,15200,16.142857142857142,100.35714285714286,10.529132792525573,90,112,0,53.6595435,-132.92613085714285
1988,3,Rennell Sound,7,863.6422399999999,5400,6.714285714285714,104,0,104,104,0,53.33673714285714,-132.47548285714285
1988,4,Cartwright Sound,2,127.07296,1600,9,103,0,103,103,0,53.146389,-132.359722
1988,5,Englefield Bay,7,533.7126,9700,5.714285714285714,110,0,110,110,0,53.000119142857145,-132.22857128571428
1988,6,Louscoone Inlet,20,1096.3147798,12050,7.6,99.6,2.0104987598001385,98,102,0,52.2034998,-131.2843332
1988,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,21,Juan Perez Sound,11,7349.157036358256,11722,75.18181818181819,95.72727272727272,10.508005606116788,87,116,45.45454545454545,52.430487,-131.30541718181817
1988,22,Skidegate Inlet,3,2.3817928,450,2,120,0,120,120,0,53.217152,-132.0091853333333
1988,23,Cumshewa Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,24,Laskeek Bay,4,3456.5108316019705,17603,25.75,103,0,103,103,75,52.879375,-131.8188195
1988,25,Skincuttle Inlet,11,1728.675882790685,8853,46.36363636363636,92.54545454545456,3.5598774238346,87,95,9.090909090909092,52.34009109090909,-131.3133962727273
1989,1,Tasu Sound & Gowgaia Bay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,2,Port Louis,17,424.0784819670624,6160,78.23529411764706,99.05882352941175,9.724136132809525,88,108,0,53.70740188235294,-132.96740170588234
1989,3,Rennell Sound,21,1358.1854395844664,8225,22.571428571428573,89.80952380952381,8.835264838243663,77,108,0,53.44384904761905,-132.67181233333335
1989,4,Cartwright Sound,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,5,Englefield Bay,10,936.655819992,14070,12.8,111,0,111,111,0,53.0049167,-132.2609164
1989,6,Louscoone Inlet,6,5117.678801636477,17490,33.5,102.66666666666669,0.5163977794943222,102,103,33.33333333333333,52.233142666666666,-131.32362066666667
1989,11,Masset Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,12,Naden Harbour,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,21,Juan Perez Sound,49,11632.325403487084,38545,27.87755102040816,108.6530612244898,4.427899334561117,100,111,20.40816326530612,52.502668612244896,-131.51888579591838
1989,22,Skidegate Inlet,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
